,Age,Gender,Education Level,Job Title,Years of Experience,Salary
1092,27.0,Female,Bachelor's,Data Analyst,5.0,120000.0
1093,33.0,Male,Master's,Data Scientist,10.0,195000.0
1094,28.0,Male,Bachelor's,Software Engineer,4.0,160000.0
1095,26.0,Female,Bachelor's,Data Analyst,3.0,100000.0
1096,31.0,Male,Bachelor's,Product Manager,8.0,190000.0
1097,30.0,Male,Master's,Software Engineer,6.0,170000.0
1098,32.0,Female,Bachelor's,Data Scientist,9.0,185000.0
1099,29.0,Male,Bachelor's,Data Analyst,7.0,130000.0
1100,35.0,Female,Bachelor's,Product Manager,12.0,190000.0
1101,27.0,Male,Bachelor's,Software Engineer,5.0,150000.0
1102,28.0,Female,Master's,Data Scientist,6.0,150000.0
1103,37.0,Male,PhD,Product Manager,14.0,195000.0
1104,26.0,Male,Bachelor's,Data Analyst,3.0,110000.0
1105,30.0,Female,Bachelor's,Software Engineer,8.0,180000.0
1106,31.0,Male,Master's,Data Scientist,9.0,185000.0
1107,29.0,Female,Bachelor's,Data Analyst,7.0,130000.0
1108,32.0,Male,Bachelor's,Software Engineer,10.0,190000.0
1109,28.0,Female,Master's,Data Scientist,6.0,155000.0
1110,34.0,Male,Bachelor's,Software Engineer,12.0,195000.0
1111,25.0,Female,Bachelor's,Data Analyst,2.0,90000.0
1112,30.0,Male,Bachelor's,Product Manager,8.0,185000.0
1113,29.0,Female,Bachelor's,Data Analyst,6.0,120000.0
1114,31.0,Male,Bachelor's,Software Engineer,9.0,180000.0
1118,27.0,Female,Bachelor's,Data Analyst,5.0,125000.0
1201,28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,175000.0
1202,44.0,Male,PhD,Software Engineer Manager,18.0,190000.0
1203,33.0,Female,Master's Degree,Back end Developer,5.0,110000.0
1204,50.0,Male,PhD,Senior Project Engineer,16.0,195000.0
1205,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0
1206,25.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0
1207,35.0,Male,Master's Degree,Senior Software Engineer,8.0,155000.0
1208,47.0,Female,PhD,Full Stack Engineer,12.0,175000.0
1209,46.0,Female,Master's Degree,Senior Project Engineer,13.0,180000.0
1210,32.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0
1211,61.0,Male,PhD,Software Engineer Manager,20.0,200000.0
1212,41.0,Male,Master's Degree,Senior Software Engineer,11.0,165000.0
1213,37.0,Male,Master's Degree,Senior Project Engineer,9.0,145000.0
1214,53.0,Male,PhD,Software Engineer Manager,19.0,195000.0
1215,30.0,Female,Bachelor's Degree,Front end Developer,2.0,75000.0
1216,26.0,Female,Master's Degree,Back end Developer,3.0,90000.0
1217,37.0,Female,Master's Degree,Senior Software Engineer,9.0,155000.0
1218,32.0,Male,Bachelor's Degree,Full Stack Engineer,5.0,115000.0
1219,44.0,Female,Master's Degree,Senior Software Engineer,12.0,170000.0
1220,50.0,Female,PhD,Software Engineer Manager,16.0,190000.0
1221,27.0,Male,Bachelor's Degree,Senior Project Engineer,4.0,115000.0
1222,42.0,Male,PhD,Full Stack Engineer,14.0,180000.0
1223,57.0,Male,PhD,Software Engineer Manager,18.0,195000.0
1224,35.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
1225,62.0,Male,PhD,Software Engineer Manager,19.0,200000.0
1226,26.0,Female,Master's Degree,Back end Developer,2.0,70000.0
1227,42.0,Female,Master's Degree,Senior Project Engineer,11.0,170000.0
1228,41.0,Female,PhD,Software Engineer Manager,14.0,185000.0
1229,36.0,Female,Master's Degree,Full Stack Engineer,8.0,140000.0
1230,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1231,49.0,Male,PhD,Senior Project Engineer,15.0,185000.0
1232,47.0,Male,PhD,Software Engineer Manager,15.0,180000.0
1233,47.0,Male,PhD,Senior Software Engineer,14.0,175000.0
1234,26.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0
1235,24.0,Female,Bachelor's Degree,Back end Developer,1.0,60000.0
1236,62.0,Male,PhD,Software Engineer Manager,20.0,200000.0
1237,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
1238,41.0,Female,Master's Degree,Senior Project Engineer,11.0,165000.0
1239,23.0,Male,Bachelor's Degree,Full Stack Engineer,1.0,55000.0
1240,55.0,Male,PhD,Software Engineer Manager,17.0,190000.0
1242,33.0,Female,Bachelor's Degree,Front end Developer,5.0,105000.0
1243,31.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0
1244,50.0,Female,PhD,Software Engineer Manager,16.0,185000.0
1245,24.0,Female,Master's Degree,Back end Developer,1.0,60000.0
1246,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1247,24.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0
1248,37.0,Male,Master's Degree,Senior Software Engineer,8.0,150000.0
1249,43.0,Female,PhD,Senior Project Engineer,13.0,180000.0
1251,34.0,Male,Master's Degree,Back end Developer,6.0,125000.0
1252,45.0,Male,PhD,Software Engineer Manager,15.0,185000.0
1253,29.0,Male,Bachelor's Degree,Full Stack Engineer,3.0,90000.0
1254,29.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0
1255,29.0,Female,Bachelor's Degree,Back end Developer,3.0,85000.0
1256,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1257,43.0,Female,Master's Degree,Software Engineer Manager,11.0,160000.0
1259,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1260,60.0,Male,PhD,Software Engineer Manager,18.0,195000.0
1261,54.0,Female,PhD,Software Engineer Manager,14.0,190000.0
1262,27.0,Female,Master's Degree,Full Stack Engineer,3.0,95000.0
1263,23.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0
1264,45.0,Male,PhD,Senior Software Engineer,13.0,185000.0
1265,32.0,Female,Master's Degree,Full Stack Engineer,5.0,120000.0
1266,57.0,Male,PhD,Software Engineer Manager,16.0,195000.0
1267,47.0,Male,PhD,Software Engineer Manager,14.0,175000.0
1268,25.0,Female,Master's Degree,Back end Developer,2.0,75000.0
1269,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0
1270,41.0,Female,Master's Degree,Senior Software Engineer,12.0,160000.0
1271,41.0,Male,PhD,Software Engineer Manager,12.0,175000.0
1273,47.0,Male,PhD,Senior Software Engineer,15.0,180000.0
1276,32.0,Male,Bachelor's Degree,Full Stack Engineer,5.0,120000.0
1278,45.0,Male,PhD,Senior Project Engineer,14.0,185000.0
1280,53.0,Male,PhD,Software Engineer Manager,18.0,195000.0
1281,47.0,Female,PhD,Senior Software Engineer,14.0,170000.0
1282,23.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0
1283,33.0,Male,Master's Degree,Back end Developer,6.0,130000.0
1284,42.0,Male,PhD,Software Engineer Manager,14.0,180000.0
1287,37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0
1288,44.0,Female,Master's Degree,Senior Project Engineer,12.0,170000.0
1290,38.0,Female,Master's Degree,Back end Developer,10.0,155000.0
1291,34.0,Male,Master's Degree,Full Stack Engineer,6.0,125000.0
1292,46.0,Female,PhD,Software Engineer Manager,14.0,180000.0
1293,30.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0
1294,44.0,Female,Master's Degree,Senior Software Engineer,11.0,170000.0
1296,42.0,Male,PhD,Senior Project Engineer,14.0,175000.0
1297,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0
1298,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0
1299,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
1300,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
1301,28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0
1302,30.0,Female,Master's Degree,Back end Developer,6.0,130000.0
1303,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0
1306,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
1307,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
1308,58.0,Female,PhD,Software Engineer Manager,17.0,195000.0
1310,23.0,Female,Bachelor's Degree,Back end Developer,1.0,55000.0
1313,52.0,Female,PhD,Software Engineer Manager,16.0,190000.0
1314,32.0,Female,Master's Degree,Full Stack Engineer,6.0,130000.0
1316,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0
1317,34.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
1318,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0
1319,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
1322,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0
1323,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0
1325,23.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0
1329,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0
1331,28.0,Female,Bachelor's Degree,Front end Developer,2.0,70000.0
1332,43.0,Male,Master's Degree,Senior Project Engineer,12.0,165000.0
1333,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1334,36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
1336,28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0
1340,28.0,Female,Master's Degree,Back end Developer,3.0,90000.0
1341,43.0,Male,PhD,Senior Software Engineer,12.0,170000.0
1346,44.0,Male,PhD,Senior Project Engineer,12.0,170000.0
1348,37.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
1350,56.0,Male,PhD,Software Engineer Manager,18.0,195000.0
1352,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0
1354,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
1356,50.0,Male,PhD,Software Engineer Manager,16.0,190000.0
1358,33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0
1360,41.0,Male,PhD,Senior Project Engineer,12.0,165000.0
1387,24.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0
1400,43.0,Male,PhD,Senior Project Engineer,12.0,165000.0
1405,58.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1407,29.0,Female,Bachelor's Degree,Front end Developer,3.0,85000.0
1408,52.0,Male,PhD,Software Engineer Manager,18.0,200000.0
1409,36.0,Male,Master's Degree,Full Stack Engineer,8.0,140000.0
1410,26.0,Male,Bachelor's Degree,Back end Developer,2.0,65000.0
1411,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1412,32.0,Male,Master's Degree,Full Stack Engineer,6.0,120000.0
1416,57.0,Male,PhD,Software Engineer Manager,18.0,200000.0
1417,51.0,Male,PhD,Software Engineer Manager,16.0,190000.0
1420,27.0,Female,Master's Degree,Back end Developer,2.0,65000.0
1423,36.0,Male,Master's Degree,Full Stack Engineer,7.0,130000.0
1425,33.0,Female,Master's Degree,Full Stack Engineer,5.0,120000.0
1438,25.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0
1479,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0
1480,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0
1492,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0
1493,24.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0
1528,34.0,Male,Bachelor's Degree,Front end Developer,5.0,95000.0
1529,43.0,Female,Master's Degree,Senior Software Engineer,12.0,170000.0
1530,27.0,Male,Bachelor's Degree,Back end Developer,2.0,75000.0
1531,56.0,Female,PhD,Software Engineer Manager,18.0,210000.0
1532,32.0,Male,Master's Degree,Full Stack Engineer,7.0,135000.0
1535,46.0,Male,PhD,Senior Project Engineer,16.0,190000.0
1536,41.0,Female,PhD,Senior Project Engineer,11.0,165000.0
1538,34.0,Male,Bachelor's Degree,Back end Developer,6.0,120000.0
1561,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
1562,24.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0
1649,36.0,Male,Bachelor's Degree,Front end Developer,7.0,120000.0
1650,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0
1651,41.0,Female,PhD,Software Engineer Manager,14.0,180000.0
1652,33.0,Male,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
1653,42.0,Male,PhD,Senior Software Engineer,12.0,170000.0
1654,28.0,Male,Bachelor's Degree,Back end Developer,2.0,70000.0
1655,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0
1656,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0
1658,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0
1659,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
1660,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0
1661,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0
1662,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
1663,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0
1664,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
1665,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0
1667,35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0
1670,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
1671,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0
1673,33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0
1770,31.0,Male,Bachelor's Degree,Front end Developer,6.0,115000.0
1771,42.0,Female,Master's Degree,Software Engineer Manager,13.0,170000.0
1772,27.0,Female,Bachelor's Degree,Back end Developer,3.0,80000.0
1773,51.0,Male,PhD,Senior Project Engineer,19.0,200000.0
1774,34.0,Female,Master's Degree,Full Stack Engineer,7.0,130000.0
1775,38.0,Male,Bachelor's Degree,Software Engineer Manager,11.0,155000.0
1776,29.0,Male,Bachelor's Degree,Front end Developer,5.0,105000.0
1777,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
1778,36.0,Male,Master's Degree,Back end Developer,8.0,140000.0
1779,48.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1780,35.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
1781,30.0,Female,Master's Degree,Front end Developer,4.0,90000.0
1782,50.0,Male,PhD,Senior Project Engineer,18.0,195000.0
1783,29.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0
1784,41.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
1785,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1786,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
1787,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0
1788,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1789,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0
1790,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0
1792,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0
1793,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
1794,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0
1795,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0
1797,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1890,25.0,Female,Bachelor's Degree,Front end Developer,1.0,550.0
1891,29.0,Male,Bachelor's Degree,Front end Developer,4.0,90000.0
1892,40.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
1895,33.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
1896,37.0,Male,Bachelor's Degree,Software Engineer Manager,10.0,150000.0
1897,28.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0
1898,44.0,Female,PhD,Senior Project Engineer,14.0,190000.0
1899,35.0,Male,Master's Degree,Back end Developer,8.0,140000.0
1900,47.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1901,34.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
1902,31.0,Female,Master's Degree,Front end Developer,5.0,105000.0
1905,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
1908,29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0
1910,27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0
1911,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
1912,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
1913,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
1914,27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0
1916,34.0,Male,Master's Degree,Back end Developer,8.0,140000.0
1917,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
1918,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
1919,30.0,Female,Master's Degree,Front end Developer,5.0,105000.0
1920,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
2012,31.0,Female,Bachelor's Degree,Front end Developer,6.0,110000.0
2013,37.0,Male,Master's Degree,Software Engineer Manager,10.0,150000.0
2132,31.0,Male,Master's Degree,Software Engineer Manager,8.0,130000.0
2134,43.0,Male,PhD,Senior Project Engineer,15.0,180000.0
2135,35.0,Female,Master's Degree,Full Stack Engineer,8.0,140000.0
2136,42.0,Male,Bachelor's Degree,Software Engineer Manager,12.0,160000.0
2137,28.0,Female,Bachelor's Degree,Front end Developer,2.0,55000.0
2138,44.0,Female,PhD,Senior Project Engineer,16.0,190000.0
2139,32.0,Male,Master's Degree,Back end Developer,7.0,120000.0
2140,48.0,Male,PhD,Software Engineer Manager,18.0,200000.0
2141,30.0,Female,Bachelor's Degree,Full Stack Engineer,5.0,100000.0
2142,34.0,Male,Master's Degree,Front end Developer,9.0,150000.0
2143,37.0,Female,Bachelor's Degree,Software Engineer Manager,11.0,170000.0
2145,49.0,Female,PhD,Senior Project Engineer,19.0,210000.0
2146,29.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,90000.0
2147,41.0,Male,Master's Degree,Software Engineer Manager,14.0,180000.0
2191,46.0,Female,PhD,Senior Project Engineer,16.0,185000.0
2193,30.0,Male,Master's Degree,Front end Developer,5.0,105000.0
2194,50.0,Male,PhD,Software Engineer Manager,20.0,210000.0
2195,31.0,Male,Bachelor's Degree,Back end Developer,6.0,95000.0
2196,39.0,Female,Master's Degree,Software Engineer Manager,11.0,170000.0
2200,48.0,Male,PhD,Software Engineer Manager,19.0,200000.0
2251,28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0
2252,33.0,Female,Master's Degree,Data Analyst,7.0,95000.0
2253,22.0,Male,Bachelor's Degree,Front End Developer,1.0,50000.0
2254,44.0,Male,PhD,Senior Data Scientist,15.0,180000.0
2255,29.0,Female,Bachelor's Degree,Software Developer,3.0,65000.0
2256,31.0,Male,Master's Degree,Product Manager,6.0,120000.0
2257,25.0,Female,Master's Degree,Software Engineer,2.0,60000.0
2258,38.0,Male,Bachelor's Degree,Data Scientist,10.0,150000.0
2259,27.0,Male,Bachelor's Degree,Software Engineer,3.0,70000.0
2260,46.0,Female,PhD,Director of Data Science,20.0,220000.0
2261,33.0,Male,Master's Degree,Data Analyst,8.0,100000.0
2262,24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0
2263,36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
2264,30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0
2265,29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0
2266,42.0,Male,Master's Degree,Product Manager,14.0,180000.0
2267,26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0
2268,35.0,Female,Master's Degree,Data Analyst,9.0,120000.0
2269,27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0
2270,48.0,Male,PhD,Director of Data Science,18.0,210000.0
2271,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
2272,23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0
2273,32.0,Male,Master's Degree,Product Manager,7.0,110000.0
2275,37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0
2277,41.0,Female,PhD,Director of Data Science,16.0,200000.0
2278,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0
2375,34.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,122485.0
2376,25.0,Male,PhD,Software Engineer Manager,12.0,169159.0
2377,43.0,Male,Master's Degree,Senior Software Engineer,21.0,187081.0
2378,53.0,Other,High School,Senior Project Engineer,31.0,166109.0
2379,27.0,Female,Master's Degree,Front end Developer,5.0,78354.0
2380,25.0,Male,Bachelor's Degree,Back end Developer,2.0,90249.0
2381,29.0,Female,Master's Degree,Senior Software Engineer,6.0,132720.0
2382,52.0,Male,PhD,Software Engineer Manager,23.0,161568.0
2383,41.0,Male,Master's Degree,Front end Developer,13.0,127346.0
2384,49.0,Female,Bachelor's Degree,Back end Developer,19.0,120177.0
2385,25.0,Other,High School,Full Stack Engineer,2.0,69032.0
2386,35.0,Male,Master's Degree,Senior Project Engineer,8.0,101332.0
2387,57.0,Female,PhD,Full Stack Engineer,30.0,121450.0
2388,35.0,Female,Bachelor's Degree,Senior Project Engineer,12.0,166375.0
2389,43.0,Male,Master's Degree,Senior Software Engineer,21.0,185119.0
2390,37.0,Female,Bachelor's Degree,Full Stack Engineer,10.0,149217.0
2391,50.0,Male,Master's Degree,Software Engineer Manager,21.0,166512.0
2392,52.0,Female,Master's Degree,Senior Software Engineer,28.0,186963.0
2393,26.0,Male,Bachelor's Degree,Back end Developer,3.0,75072.0
2394,34.0,Female,Master's Degree,Full Stack Engineer,10.0,163398.0
2395,30.0,Male,High School,Senior Project Engineer,11.0,103947.0
2396,60.0,Female,PhD,Software Engineer Manager,33.0,179180.0
2397,50.0,Male,Bachelor's Degree,Back end Developer,23.0,175966.0
2398,58.0,Male,Master's Degree,Senior Software Engineer,27.0,190004.0
2399,35.0,Female,Master's Degree,Full Stack Engineer,10.0,152039.0
2400,28.0,Male,Master's Degree,Front end Developer,5.0,76742.0
2401,57.0,Female,PhD,Software Engineer Manager,33.0,191790.0
2402,46.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,139398.0
2403,28.0,Male,High School,Back end Developer,7.0,95845.0
2404,34.0,Male,Master's Degree,Full Stack Engineer,12.0,160976.0
2405,33.0,Female,Master's Degree,Senior Project Engineer,9.0,126753.0
2406,37.0,Other,Master's Degree,Full Stack Engineer,14.0,161393.0
2407,33.0,Male,Master's Degree,Senior Software Engineer,8.0,139817.0
2408,53.0,Male,PhD,Software Engineer Manager,25.0,181714.0
2409,35.0,Female,Bachelor's Degree,Back end Developer,10.0,114776.0
2410,30.0,Male,Master's Degree,Full Stack Engineer,6.0,105725.0
2411,24.0,Female,High School,Senior Project Engineer,1.0,52731.0
2412,36.0,Male,Master's Degree,Front end Developer,8.0,106492.0
2413,27.0,Female,Bachelor's Degree,Full Stack Engineer,4.0,73895.0
2414,23.0,Male,PhD,Software Engineer Manager,1.0,119836.0
2415,28.0,Female,Master's Degree,Senior Software Engineer,5.0,99747.0
2416,52.0,Male,Bachelor's Degree,Back end Developer,25.0,168287.0
2417,28.0,Female,Master's Degree,Full Stack Engineer,7.0,115920.0
2418,32.0,Male,Master's Degree,Senior Project Engineer,11.0,128078.0
2419,24.0,Female,Bachelor's Degree,Front end Developer,1.0,51265.0
2420,43.0,Male,High School,Senior Software Engineer,22.0,165919.0
2421,60.0,Female,PhD,Software Engineer Manager,34.0,188651.0
2422,24.0,Male,Master's Degree,Back end Developer,0.0,55538.0
2423,55.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,193964.0
2424,29.0,Female,Master's Degree,Full Stack Engineer,4.0,104702.0
2425,44.0,Male,PhD,Software Engineer Manager,19.0,172955.0
2426,40.0,Female,Master's Degree,Senior Software Engineer,16.0,138032.0
2427,27.0,Male,Bachelor's Degree,Back end Developer,4.0,82683.0
2428,43.0,Male,Master's Degree,Full Stack Engineer,17.0,155414.0
2429,49.0,Female,High School,Senior Project Engineer,25.0,154207.0
2430,30.0,Male,Master's Degree,Front end Developer,8.0,107895.0
2431,42.0,Female,Bachelor's Degree,Senior Software Engineer,18.0,148446.0
2432,26.0,Male,Master's Degree,Full Stack Engineer,4.0,102859.0
2433,41.0,Female,PhD,Software Engineer Manager,13.0,138662.0
2434,46.0,Male,Bachelor's Degree,Senior Project Engineer,23.0,181699.0
2435,57.0,Female,Master's Degree,Full Stack Engineer,33.0,188232.0
2436,22.0,Female,High School,Back end Developer,0.0,51832.0
2437,54.0,Male,PhD,Software Engineer Manager,28.0,188484.0
2438,42.0,Female,Master's Degree,Senior Software Engineer,16.0,138286.0
2439,49.0,Male,Bachelor's Degree,Full Stack Engineer,22.0,181132.0
2440,27.0,Female,Master's Degree,Back end Developer,4.0,73938.0
2441,36.0,Male,Bachelor's Degree,Senior Project Engineer,14.0,119224.0
2442,31.0,Female,Master's Degree,Full Stack Engineer,6.0,101186.0
2443,39.0,Male,Master's Degree,Software Engineer Manager,14.0,142360.0
2444,41.0,Female,Bachelor's Degree,Senior Project Engineer,20.0,151315.0
2445,48.0,Male,PhD,Full Stack Engineer,23.0,181021.0
2446,39.0,Female,Master's Degree,Senior Software Engineer,15.0,134641.0
2447,48.0,Male,Bachelor's Degree,Front end Developer,23.0,173851.0
2448,31.0,Other,High School,Back end Developer,8.0,104127.0
2449,47.0,Male,Master's Degree,Senior Project Engineer,25.0,178859.0
2450,29.0,Female,PhD,Full Stack Engineer,5.0,98568.0
2451,32.0,Male,Bachelor's Degree,Software Engineer Manager,9.0,104661.0
2452,38.0,Female,Master's Degree,Senior Software Engineer,13.0,134858.0
2453,34.0,Male,Bachelor's Degree,Back end Developer,10.0,94502.0
2454,23.0,Other,High School,Front end Developer,2.0,62852.0
2535,36.0,Male,Bachelor's Degree,Front end Developer,14.0,139095.0
2536,30.0,Female,Master's Degree,Senior Project Engineer,5.0,106278.0
2537,28.0,Male,Master's Degree,Full Stack Engineer,4.0,90452.0
2538,46.0,Female,PhD,Software Engineer Manager,23.0,168304.0
2539,34.0,Male,Bachelor's Degree,Back end Developer,10.0,126593.0
2540,44.0,Male,Master's Degree,Senior Software Engineer,19.0,152203.0
2541,55.0,Female,PhD,Software Engineer Manager,30.0,183138.0
2542,35.0,Male,Master's Degree,Full Stack Engineer,9.0,130275.0
2543,54.0,Male,Bachelor's Degree,Senior Project Engineer,29.0,191915.0
2544,23.0,Female,High School,Back end Developer,2.0,62807.0
2545,46.0,Male,Master's Degree,Senior Software Engineer,21.0,174305.0
2546,33.0,Female,Bachelor's Degree,Full Stack Engineer,9.0,133326.0
2547,26.0,Male,Master's Degree,Front end Developer,4.0,75656.0
2548,43.0,Female,PhD,Software Engineer Manager,19.0,155944.0
2549,36.0,Male,Master's Degree,Full Stack Engineer,11.0,137775.0
2550,23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,51831.0
2551,49.0,Male,Master's Degree,Software Engineer Manager,22.0,182237.0
2552,35.0,Female,Master's Degree,Full Stack Engineer,10.0,151901.0
2553,31.0,Male,Bachelor's Degree,Back end Developer,8.0,100052.0
2554,54.0,Other,High School,Senior Software Engineer,29.0,158254.0
2555,43.0,Male,Master's Degree,Full Stack Engineer,20.0,167207.0
2556,33.0,Female,Master's Degree,Senior Project Engineer,10.0,112439.0
2557,52.0,Female,PhD,Software Engineer Manager,29.0,194214.0
2558,28.0,Male,Bachelor's Degree,Full Stack Engineer,5.0,84407.0
2559,36.0,Female,Master's Degree,Senior Software Engineer,13.0,139413.0
2560,43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,143084.0
2561,50.0,Female,Master's Degree,Full Stack Engineer,25.0,192344.0
2562,24.0,Male,PhD,Software Engineer Manager,1.0,106132.0
2563,52.0,Male,Master's Degree,Senior Software Engineer,26.0,184816.0
2564,46.0,Female,Bachelor's Degree,Back end Developer,19.0,150248.0
2565,38.0,Male,Master's Degree,Full Stack Engineer,15.0,170995.0
2566,29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88035.0
